0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,active
2.1,833.153,17.811,14.4,14.4,12.211,7.488,7.488,5.104,5.104,3.79,3.79,2.534,2.534,0,0,0,0,28.636,16.876,0,40.572,24.265,10.313,23.576,342.122,0.222,-3.22,25,324.207,761366.772,16.631,7.125,3.08,144.596,5.393,0.497,5.393,0.203,0.51,0.203,0.51,-0.497,3.438,91.378,342.351,0,7,0,0,0,2,1,3,7,0,7,0,6,0,0,0,130,18.947,17.137,11.499,5.75,0,0,0,4.629,0,0,0,46.712,11.127,28.439,3,23.576,0,0,10.313,0,0,28.439,36.398,0,45.513,18.947,0,22.998,0,38.753,0,0,0,41.027,0,22.515,0,75.84,0,0,0,0,0,0,0,0,4.971,51.863,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.564,1253.019,24.104,19.271,19.271,17.122,11.052,11.052,8.456,8.456,6.872,6.872,5.398,5.398,5.918,4.795,0,43.261,28.748,16.69,6.394,21.329,24.265,15.514,32.838,481.149,0.375,-4.15,35,458.277,208098578.1,21.388,8.258,3.293,199.772,13.171,0.493,13.171,0.315,0.129,0.315,-0.494,-0.493,2.912,119.107,481.461,1,11,1,2,3,2,1,3,11,1,11,0,6,0,1,1,182,38.155,0,22.998,18.936,0,11.984,4.795,0,0,5.099,5.099,40.956,11.836,39.896,6,37.633,11.984,0,10.197,11.836,11.96,40.046,47.349,0,28.748,29.001,6.015,28.748,0,50.896,9.531,11.836,28.65,35.076,0,0,0,123.4,0,0,0,0,0,0,0,0,5.355,75.645,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.006,1544.372,27.179,20.202,20.202,17.564,10.69,10.69,7.923,7.923,5.967,5.967,4.183,4.183,23.233,24.597,0,73.725,0,0,52.519,0,0,9.968,25.678,506.144,0.16,-5.13,37,484.295,131571328.6,24.978,9.148,3.747,209.667,12.811,0.504,12.811,0.354,0.009,0.354,-1.36,-0.504,2.318,130.665,506.471,6,12,1,0,1,1,2,3,11,4,12,0,6,0,0,0,190,35.891,17.085,22.952,17.316,0,5.969,9.589,14.762,0,0,0,36.753,11.127,38.274,4,38.807,23.223,0,9.968,5.734,6.924,27.063,58.236,0,39.763,20.941,5.687,17.249,0,59.046,4.737,6.924,36.898,35.722,0,22.515,0,197.18,0,0,0,0,0,0,0,0,0,101.833,0,0,0,1,1,2,0,1,1,1,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
1.362,1596.473,28.087,22.58,22.58,20.088,13.147,13.147,9.991,9.991,7.958,7.958,6.141,6.141,17.878,4.795,0,31.302,34.638,22.254,0,21.329,54.597,15.514,32.838,557.18,0.3,-4.93,41,530.343,5001000421,25.065,9.917,4.07,234.829,13.41,0.493,13.41,0.316,0.115,0.316,-0.528,-0.493,4.579,144.543,557.559,1,11,1,2,3,3,1,4,11,1,11,0,7,0,1,1,210,38.155,0,22.998,18.433,0,11.984,4.795,0,0,5.099,23.298,53.089,17.399,39.896,7,37.633,11.984,0,10.197,11.836,11.96,40.046,71.288,0,40.202,29.001,6.015,28.748,0,50.896,9.531,11.836,28.65,59.014,0,11.454,0,123.4,0,0,0,0,0,0,0,0,5.991,86.342,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.765,1029.157,18.681,14.932,14.932,12.49,8.185,8.185,5.972,5.972,4.187,4.187,2.723,2.723,0,9.901,0,11.533,11.313,22.421,19.262,30.351,36.738,4.984,4.737,348.147,0.143,-3.34,26,328.242,865251.968,17.482,7.27,3.516,151.419,12.093,0.504,12.093,0.178,0.035,0.178,-0.163,-0.504,3.892,103.185,348.402,1,5,0,0,0,2,1,3,5,1,5,0,5,0,0,0,132,14.41,5.824,17.282,0,0,0,4.795,4.984,0,0,24.275,54.478,7.048,18.143,3,14.638,28.969,0,9.551,7.048,6.924,7.11,65.502,0,11.499,4.737,0,11.499,0,27.551,11.842,6.924,16.951,48.55,0,23.185,0,64.35,0,0,0,0,0,0,0,0,1.956,58.878,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.753,1047.761,19.389,15.34,15.34,13.012,8.292,8.292,5.884,5.884,4.162,4.162,2.676,2.676,0,9.901,0,11.533,17.137,16.783,25.328,31.395,29.814,4.984,9.474,364.142,0.143,-3.54,27,344.241,1451626.41,18.257,7.781,4.004,156.532,12.107,0.504,12.107,0.178,0.026,0.178,-0.185,-0.504,3.592,105,364.401,1,6,0,0,0,2,1,3,6,1,6,0,6,0,0,0,138,19.147,11.574,17.282,0,0,0,4.795,4.984,0,0,12.142,48.057,13.114,25.253,3,19.375,28.969,0,9.551,7.048,0,14.22,59.938,0,17.249,9.474,0,17.249,0,34.66,11.842,0,11.388,48.55,0,23.185,0,73.58,0,0,0,0,0,0,0,0,1.907,62.427,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.752,1031.712,18.681,14.379,14.379,12.474,7.903,7.903,5.702,5.702,3.939,3.939,2.557,2.557,0,15.008,0,17.282,22.654,5.517,25.328,42.484,11.615,4.984,4.737,350.127,0.1,-3.54,26,332.23,829224.433,17.288,7.144,3.589,149.848,12.04,0.508,12.04,0.178,0.014,0.178,-0.213,-0.508,3.289,100.113,350.374,2,6,0,0,0,2,1,3,6,2,6,0,5,0,0,0,132,19.517,11.574,17.282,0,0,0,4.795,4.984,0,0,12.142,48.057,13.114,18.143,3,19.744,28.969,0,9.551,7.048,0,7.11,59.938,0,17.249,4.737,0,17.249,0,32.657,11.842,0,11.388,48.55,0,23.185,0,84.58,0,0,0,0,0,0,0,0,1.837,62.996,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.832,748.851,21.822,19.318,19.318,14.573,11.068,11.068,7.618,7.618,6.03,6.03,3.678,3.678,0,0,0,0,0,41.403,37.083,14.22,30.332,45.056,14.211,412.285,0.462,-2.46,30,374.29,4792900.83,23.815,12.284,7.101,182.219,5.936,0.497,5.936,0.123,0.774,0.123,0.774,-0.497,5.91,126.395,412.594,0,4,0,0,0,2,0,2,3,0,4,0,13,0,0,0,164,18.694,17.249,0,0,0,0,0,0,0,0,24.285,69.005,6.066,47.006,2,18.694,12.152,0,0,0,33.613,47.006,53.591,0,17.249,14.211,0,17.249,0,51.489,0,0,44.74,42.465,0,12.152,0,27.69,0,0,0,0,0,0,0,0,1.209,57.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1
1.557,1297.088,24.267,19.232,19.232,16.978,11.097,11.097,8.654,8.654,6.853,6.853,5.329,5.329,11.836,9.901,0,54.592,17.39,16.69,14.22,19.056,12.133,15.514,28.101,481.149,0.375,-4.15,35,458.277,172390136.2,21.388,7.965,3.293,199.453,13.145,0.502,13.145,0.315,0.111,0.315,-0.539,-0.502,2.917,118.957,481.461,2,11,1,2,3,2,1,3,11,2,11,0,5,0,1,1,182,38.525,0,22.998,18.433,0,11.984,4.795,0,0,5.099,5.099,40.956,18.76,32.786,6,38.003,11.984,0,10.197,11.836,18.883,32.936,46.847,0,28.748,24.264,6.015,28.748,0,48.893,9.531,18.76,34.541,28.683,0,0,0,134.4,0,0,0,0,0,0,0,0,5.579,77.588,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.789,604.984,16.493,13.893,13.893,11.224,8.268,8.268,5.449,5.449,3.651,3.651,2.192,2.192,0,4.795,0,6.093,19.572,36.344,5.563,0,6.197,53.398,4.737,315.195,0.444,-2.3,23,290.217,216389.377,17.06,8.978,5.434,137.027,11.431,0.45,11.431,0.407,0.361,0.407,-0.361,-0.45,3.708,91.364,315.417,2,5,0,0,0,1,1,2,3,2,5,0,8,0,0,0,124,15.038,5.824,0,0,0,6.093,0,9.779,0,0,44.534,18.405,24.726,12.301,2,9.531,6.093,0,15.285,0,39.531,13.152,41.85,0,11.257,5.317,4.795,0,0,29.213,17.579,0,38.077,30.462,0,11.257,0,67.01,0,0,0,0,0,0,0,0,0,49.833,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.472,690.092,18.192,15.462,15.462,12.758,9.563,9.563,6.64,6.64,4.627,4.627,3.099,3.099,0,4.795,0,6.093,19.572,43.013,18.529,0,6.197,51.374,4.737,356.221,0.5,-2.5,26,328.246,1444127.787,18.296,9.268,5.002,154.511,11.508,0.45,11.508,0.407,0.359,0.407,-0.359,-0.45,3.746,103.433,356.47,2,6,0,1,1,1,1,2,4,2,6,0,8,0,1,1,140,19.938,5.824,0,0,0,6.093,0,9.779,0,0,25.477,31.395,43.503,12.301,3,9.531,11.781,0,15.285,0,39.028,31.141,36.287,0,11.257,10.217,10.482,0,0,42.302,11.158,0,38.431,30.462,0,11.257,0,70.25,0,0,0,0,0,0,0,0,0,54.333,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.775,595.693,15.786,12.564,14.15,10.686,7.396,8.189,4.906,5.821,3.133,3.662,1.901,2.166,0,4.795,0,6.093,19.572,34.396,0,0,30.462,38.138,4.737,365.074,0.375,-1.82,22,346.099,123839.458,16.549,8.581,5.182,138.164,11.398,0.45,11.398,0.407,0.367,0.407,-0.367,-0.45,3.908,89.686,366.259,2,5,0,0,0,1,1,2,3,2,6,0,7,0,0,0,118,15.038,5.824,0,0,0,6.093,0,9.779,0,0,41.407,18.554,29.199,12.301,2,9.531,22.023,0,15.285,0,26.186,13.152,40.759,0,11.257,5.317,4.795,0,15.93,29.213,11.158,0,25.59,34.935,0,11.257,0,67.01,0,0,0,0,0,0,0,0,1.04,44.631,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.707,1081.506,21.087,16.806,17.562,14.563,10.182,10.56,7.421,7.858,5.415,5.667,3.905,4.031,0,9.589,0,17.794,35.976,29.308,0,11.824,54.597,0,21.322,422.14,0.292,-2.92,30,399.728,8121594.232,20.357,8.839,4.166,180.168,13.502,0.466,13.502,0.31,0.085,0.31,-0.272,-0.466,4.971,117.45,422.912,0,5,0,1,1,2,1,3,4,0,6,0,4,0,1,1,154,9.637,0,0,0,5.907,5.969,9.589,4.984,0,0,41.933,44.031,29.062,29.299,4,14.326,34.38,0,9.884,5.918,19.765,19.696,65.183,0,11.257,0,0,0,11.601,41.457,9.531,5.918,30.123,54.597,5.023,22.16,0,59.5,0,6.02,0,0,0,0,0,0,0,62.758,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.445,1167.198,19.631,15.722,15.722,14.293,9.566,9.566,7.024,7.024,5.197,5.197,3.709,3.709,6.042,4.795,0,12.576,12.108,33.529,0,6.197,72.796,10.301,9.474,384.147,0.125,-3.57,29,364.275,11146901.96,17.523,7.449,3.366,167.829,13.502,0.454,13.502,0.231,0.036,0.231,-0.458,-0.454,4.61,111.217,384.435,2,5,0,1,1,3,1,4,4,2,5,0,6,0,0,0,144,14.458,0,17.282,6.793,0,0,10.111,0,0,0,54.597,29.326,29.208,6.042,5,14.268,16.686,0,10.301,0,12.587,6.793,95.684,0,11.499,14.791,0,11.499,0,17.56,6.545,0,27.527,78.993,0,10.903,0,63.35,0,0,0,0,0,0,0,0,0,62.667,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.985,1432.345,33.485,28.668,28.668,22.764,17.932,17.932,16.616,16.616,13.795,13.795,11.04,11.04,46.558,9.589,0,35.486,36.052,38.525,0,12.133,39.828,24.481,38.498,668.331,0.778,-2.16,48,620.4,61400637015,31.796,10.217,4.056,280.523,14.376,0.333,14.376,0.256,0.129,0.256,-1.266,-0.333,5.573,168.263,668.784,2,12,2,8,10,1,0,1,10,2,12,0,4,2,8,10,262,29.581,0,34.984,11.574,11.814,0,9.589,19.55,0,0,25.98,102.024,24.677,11.375,11,48.087,23.189,0,0,35.507,139.467,10.634,24.265,0,0,10.634,11.375,0,0,58.373,48.087,35.507,92.909,24.265,0,0,0,132.04,0,0,0,0,0,0,0,0,0,103.833,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.013,1152.449,31.675,27.743,28.638,21.224,17.207,18.668,15.985,17.654,12.969,14.434,10.573,11.942,54.381,4.565,0,43.492,11.836,51.367,0,6.924,27.695,13.847,52.069,658.312,1,-0.21,45,607.314,9954787006,32.021,10.403,4.54,265.663,14.266,0.474,14.266,0.474,0.025,0.34,-4.054,-0.34,6.173,155.698,658.722,0,12,2,8,10,0,0,0,12,0,13,0,8,2,8,10,256,18.947,0,23.782,11.574,0,7.823,13.571,24.115,0,0,13.847,96.815,24.677,31.023,10,56.634,7.823,0,0,35.507,146.391,19.821,0,0,0,0,0,0,7.823,66.379,56.634,35.507,99.833,0,0,0,0,118.6,0,0,0,0,0,0,0,0,32.347,62.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.569,691.969,22.604,20.608,20.608,14.564,13.184,13.184,12.832,12.832,10.957,10.957,9.192,9.192,11.705,15.42,0,5.415,41.722,30.595,44.946,0,0,39.774,0,433.356,0.963,-0.61,31,386.301,7423169.989,23.545,8.31,3.588,189.436,11.755,0.411,11.755,0.114,0.293,0.114,-1.156,-0.411,6.024,125.141,433.677,3,4,4,0,4,0,0,0,4,3,4,0,5,4,0,4,178,15.42,5.601,0,0,0,0,0,0,0,0,59.037,85.868,11.836,11.816,4,15.42,5.712,0,0,51.493,116.953,0,0,0,0,0,0,0,0,32.837,0,46.337,105.248,5.156,0,0,0,73.05,0,0,0,0,0,0,0,0,0,62.25,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.1,823.773,17.811,14.66,14.66,12.211,7.737,7.737,5.306,5.306,3.993,3.993,2.743,2.743,0,0,0,0,17.249,28.2,0,34.702,42.465,0,23.365,340.131,0.2,-3.08,25,320.215,761366.772,16.766,7.215,3.129,146.254,5.751,0.497,5.751,0.203,0.548,0.203,0.548,-0.497,4.648,95.788,340.375,0,5,0,0,0,2,1,3,5,0,5,0,6,0,0,0,130,23.365,11.51,11.499,5.75,0,0,0,0,0,0,12.133,35.895,11.127,34.702,3,23.365,0,0,0,0,0,28.439,48.728,0,45.449,18.947,0,22.998,0,28.439,0,0,0,53.145,0,22.451,0,50.06,0,0,0,0,0,0,0,0,5.751,49.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.594,1680.231,28.441,21.994,22.811,19.178,12.451,13.934,9.144,10.795,6.447,7.846,4.429,5.538,26.553,17.199,0,17.671,53.316,30.361,19.373,7.048,19.056,24.991,14.211,571.17,0.296,-4.1,40,544.39,836584341.6,27.466,11.178,5.607,229.332,14.309,0.488,14.309,0.264,0.033,0.264,-4.444,-0.488,4.687,145.24,571.606,2,10,0,1,1,2,2,4,9,2,13,0,8,0,1,1,210,19.527,39.587,0,11.828,10.023,0,4.722,32.151,0,0,0,42.819,43.102,26.017,5,31.409,32.562,0,14.952,0,30.765,37.41,59.923,0,22.756,19.513,20.417,11.63,0,56.845,14.76,18.558,18.536,47.491,0,22.03,0,124.56,0,-4.444,0,0,0,0,0,0,53.67,53.524,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1.605,882.208,19.027,14.825,14.825,12.936,8.691,8.691,7.186,7.186,6.183,6.183,4.835,4.835,35.301,15.32,0,5.75,11.313,5.563,19.243,31.375,12.133,0,18.947,372.121,0.4,-2.16,27,352.213,1885304.707,16.974,5.214,1.698,155.227,11.578,0.508,11.578,0.235,0.07,0.235,-1.715,-0.508,0.999,92.168,372.373,3,7,0,3,3,2,0,2,7,3,7,0,4,0,3,3,142,34.267,29.811,11.202,5.787,0,0,0,0,0,0,24.265,35.392,7.11,7.11,5,34.267,0,0,0,0,35.301,14.22,59.658,0,11.499,4.737,0,11.499,0,53.638,25.413,0,11.127,48.531,0,0,0,97.61,0,0,0,0,0,0,0,0,0,66.417,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.242,725.49,13.242,10.545,11.361,9.33,5.707,6.932,3.868,4.641,2.847,3.409,1.988,2.344,0,0,0,0,0,33.197,11.762,19.503,24.585,19.936,4.737,272.073,0.154,-2.08,19,260.237,43640.545,11.98,4.89,2.036,114.005,5.396,0.496,5.396,0.187,0.745,0.187,0.745,-0.496,2.75,75.453,272.333,1,5,0,0,0,0,3,3,5,1,6,0,3,0,0,0,96,9.721,11.397,5.156,0,0,0,0,14.952,0,0,11.762,18.389,24.154,18.19,3,4.737,22.795,0,19.936,0,5.156,13.366,30.723,0,17.007,4.737,0,5.75,11.762,33.301,0,0,0,35.88,0,22.291,0,63.69,0,1.516,0,0,0,0,0,0,0,39.317,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2.243,691.145,11.828,8.684,10.27,8.237,4.964,5.757,3.533,4.345,2.455,2.896,1.717,2.026,0,0,0,5.948,0,26.894,0,6.197,24.396,35.866,5.734,288.996,0,-1.95,17,282.06,13625.891,10.22,3.813,1.76,105.246,5.577,0.368,5.577,0.22,0.266,0.22,0.266,-0.368,2.365,69.232,290.124,3,5,0,0,0,0,3,3,4,2,6,0,1,0,0,0,84,10.718,10.25,0,5.948,0,0,0,14.952,0,0,0,34.129,23.343,5.694,3,0,32.912,0,19.936,0,0,5.734,35.196,0,11.257,5.734,5.948,0,15.93,19.936,0,0,0,35.196,0,22.291,0,80.48,0,0,0,0,0,0,0,0,0.792,34.125,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.067,755.959,14.656,11.536,11.536,10.292,6.461,6.461,4.376,4.376,3.03,3.03,2.108,2.108,0,0,0,5.948,13.214,28.04,0,25.57,12.263,19.936,15.207,285.123,0.214,-2.67,21,270.187,106810.267,13.319,5.758,2.633,120.7,5.751,0.49,5.751,0.22,0.229,0.22,0.229,-0.49,1.627,78.903,285.307,3,7,0,0,0,0,3,3,6,2,7,0,5,0,0,0,108,20.191,18.004,0,5.948,0,0,0,14.952,0,0,0,12.133,31.264,17.687,3,9.474,16.982,0,19.936,0,0,26.057,30.723,0,17.007,10.471,5.948,5.75,0,40.259,4.737,0,0,30.723,0,22.291,0,98.94,0,0,0,0,0,0,0,0,0,47.5,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1.733,1036.985,19.25,15.761,15.761,13.728,8.838,8.838,6.612,6.612,5.229,5.229,3.957,3.957,0,0,0,12.711,23.793,33.883,0,27.526,28.947,10.312,23.684,381.132,0.3,-3.42,28,362.236,5664752.504,16.732,6.33,2.372,161.087,5.615,0.493,5.615,0.231,0.109,0.231,-0.109,-0.493,2.574,98.732,381.388,0,8,0,2,2,2,1,3,8,0,8,0,4,0,0,0,144,23.684,0,22.998,12.542,0,0,0,4.682,0,5.099,5.213,40.956,0,45.683,5,23.684,0,0,14.994,0,12.463,28.122,52.847,0,28.748,23.684,0,28.748,0,43.116,6.545,0,28.302,30.462,0,0,0,76.86,0,0,0,0,0,0,0,0,1.901,58.932,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.529,1176.875,23.209,18.81,18.81,16.046,11.064,11.064,8.131,8.131,5.324,5.324,3.451,3.451,6.104,5.107,0,12.649,36.793,22.468,0,12.524,22.766,68.682,5.107,447.238,0.333,-3.56,33,418.311,41299114.11,22.627,10.371,5.443,192.133,9.587,0.394,9.587,0.226,0.195,0.226,-0.769,-0.394,3.237,128.907,447.543,4,9,0,0,0,1,3,4,9,4,9,0,10,0,0,0,172,25.414,0,16.982,5.948,0,0,4.984,4.984,9.968,0,30.332,37.964,30.892,24.732,4,10.213,22.93,0,24.503,0,38.959,23.785,60.552,0,11.257,10.634,11.766,0,0,53.972,6.545,0,31.874,54.989,0,22.421,0,121.01,0,0,0,0,0,0,0,0,1.998,71.336,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
